"2018 - 01"	43289.486110547325
"2018 - 01"	43316.05157574065
"2018 - 01"	43305.89648232187
"2018 - 01"	43339.331346709114
"2018 - 01"	43345.653602076876
"2018 - 01"	43358.82908754595
"2018 - 01"	43421.70862947566
"2018 - 01"	43452.69908745247
"2018 - 01"	43440.56227874586
"2018 - 01"	43372.06700830572
"2018 - 01"	43350.56184046011
"2018 - 01"	43415.9943360115
"2018 - 01"	43415.99744512722
"2018 - 01"	43410.164830980684
"2018 - 01"	43429.92448226127
"2018 - 01"	43445.75537784886
"2018 - 01"	43438.91952039874
"2018 - 01"	43546.77784872089
"2018 - 01"	43551.35031143259
"2018 - 01"	43505.3120998221
"2018 - 01"	43442.67176047408
"2018 - 01"	43409.62788077916
"2018 - 01"	43387.23075616891
"2018 - 01"	43392.04537405597
"2018 - 01"	43353.819533606045
"2018 - 01"	43350.57021730709
"2018 - 01"	43333.88265519078
"2018 - 01"	43328.93802235817
"2018 - 01"	43328.42871866295
"2018 - 01"	43304.32020278419
"2018 - 01"	43272.35146907526
"2018 - 01"	43258.082114024575
"2018 - 01"	43227.405185861215
"2018 - 01"	43265.81815350191
"2018 - 01"	43281.28614401555
"2018 - 01"	43262.32571281788
"2018 - 01"	43269.756652301185
"2018 - 01"	43292.42014050693
"2018 - 01"	43308.525982654915
"2018 - 01"	43329.20876972008
"2018 - 01"	43317.50882444652
"2018 - 01"	43355.081556330886
"2018 - 01"	43351.05107596435
"2018 - 01"	43329.14989109594
"2018 - 01"	43313.83334319352
"2018 - 01"	43286.5956452058
"2018 - 01"	43303.108770297746
"2018 - 01"	43333.0363440515
"2018 - 01"	43371.33917949504
"2018 - 01"	43343.58716498276
"2018 - 01"	43349.59385893606
"2018 - 01"	43347.20468143378
"2018 - 01"	43375.490910231296
"2018 - 01"	43397.36934669768
"2018 - 01"	43409.33144011047
"2018 - 01"	43423.08508723832
"2018 - 01"	43428.94855075824
"2018 - 01"	43440.758742449914
"2018 - 01"	43423.692316806955
"2018 - 03"	39967.75504322766
"2018 - 03"	41032.40520446096
"2018 - 03"	41151.384934633745
"2018 - 03"	44356.933066625636
"2018 - 03"	46027.70387878788
"2018 - 03"	47090.2631736527
"2018 - 03"	46378.71914858373
"2018 - 03"	45814.802877167094
"2018 - 03"	45319.33905495366
"2018 - 03"	45087.30930553059
"2018 - 03"	45740.73698156059
"2018 - 03"	46181.50975305562
"2018 - 03"	46558.1513130471
"2018 - 03"	46917.49730986098
"2018 - 03"	46486.147542288556
"2018 - 03"	46322.887862601085
"2018 - 03"	45938.32577341137
"2018 - 03"	45642.8675590344
"2018 - 03"	45464.90898020358
"2018 - 03"	45780.05941680757
"2018 - 03"	45591.45518508053
"2018 - 03"	45741.10986166168
"2018 - 03"	45472.712967973
"2018 - 03"	46005.629545398966
"2018 - 03"	45813.00977771525
"2018 - 03"	45671.95180913614
"2018 - 03"	45863.148610385084
"2018 - 03"	45740.99113236161
"2018 - 03"	45891.79587244309
"2018 - 03"	45770.62697026205
"2018 - 03"	45669.17563442091
"2018 - 03"	45535.131194849884
"2018 - 03"	45417.40316632185
"2018 - 03"	45499.90093977082
"2018 - 03"	45378.43948830728
"2018 - 03"	45335.798580551236
"2018 - 03"	45253.14842783464
"2018 - 03"	45115.81665039441
"2018 - 03"	45244.51486492534
"2018 - 03"	45494.174346291795
"2018 - 03"	45650.354489055695
"2018 - 03"	45984.97221580956
"2018 - 03"	46150.87281085234
"2018 - 03"	46003.67291396926
"2018 - 03"	46188.64508967766
"2018 - 03"	46306.01586211127
"2018 - 03"	46194.192232846435
"2018 - 03"	46099.411959272555
"2018 - 03"	46191.09881445541
"2018 - 03"	46319.678662520135
"2018 - 03"	46538.835997677146
"2018 - 03"	46632.307483620534
"2018 - 03"	46691.03822901849
"2018 - 03"	46728.00326062514
"2018 - 03"	46856.59075096992
"2018 - 03"	46857.17399172446
"2018 - 03"	46914.09845607741
"2018 - 03"	46944.800585498655
"2018 - 03"	46855.85704387149
"2018 - 03"	47002.447923721265
"2018 - 03"	47040.881210296975
"2018 - 03"	47083.64923500086
"2018 - 05"	50132.985815602835
"2018 - 05"	50038.08732513777
"2018 - 05"	50131.923580786024
"2018 - 05"	48772.75632911392
"2018 - 05"	48565.04903468307
"2018 - 05"	49155.32697368421
"2018 - 05"	49222.41295225133
"2018 - 05"	49127.59430082256
"2018 - 05"	49728.182803808806
"2018 - 05"	49835.13299692097
"2018 - 05"	50013.56249519859
"2018 - 05"	50127.7606555071
"2018 - 05"	49991.6505814315
"2018 - 05"	50069.31591969859
"2018 - 05"	50024.78998443176
"2018 - 05"	50062.0619519908
"2018 - 05"	50055.41189982885
"2018 - 05"	49965.48323280044
"2018 - 05"	49839.399027237356
"2018 - 05"	49848.94659252071
"2018 - 05"	49807.07563528707
"2018 - 05"	49671.75408739844
"2018 - 05"	49583.62203802714
"2018 - 05"	49555.96144248326
"2018 - 05"	49291.82924696073
"2018 - 05"	49249.46341121757
"2018 - 05"	49365.51078457805
"2018 - 05"	49341.40678721174
"2018 - 05"	49317.24447412859
"2018 - 05"	49356.62183039875
"2018 - 05"	49258.44681405037
"2018 - 05"	49245.954873231676
"2018 - 05"	49310.14546389678
"2018 - 05"	49374.85114470655
"2018 - 05"	49341.767540914814
"2018 - 05"	49332.817439420745
"2018 - 05"	49329.896566945565
"2018 - 05"	49337.975718687834
"2018 - 05"	49420.74345401266
"2018 - 05"	49400.84360145916
"2018 - 05"	49446.95418154279
"2018 - 05"	49341.55356987185
"2018 - 05"	49311.371554066754
"2018 - 05"	49333.83709445207
"2018 - 05"	49315.08286654074
"2018 - 05"	49336.335412744505
"2018 - 05"	49324.3363593896
"2018 - 05"	49342.37230910062
"2018 - 05"	49317.857550658184
"2018 - 05"	49352.40925407109
"2018 - 05"	49336.19190806046
"2018 - 05"	49292.046885718686
"2018 - 05"	49361.81612841215
"2018 - 05"	49402.60430164986
"2018 - 05"	49401.31894071749
"2018 - 05"	49405.64476497803
"2018 - 05"	49407.48396706472
"2018 - 05"	49452.335691616805
"2018 - 05"	49473.764048405385
"2018 - 05"	49504.50759988857
"2018 - 05"	49526.30430419668
"2018 - 05"	49516.512992209384
"2018 - 05"	49478.15600712435
"2018 - 05"	49514.00490681604
"2018 - 05"	49495.749309816805
"2018 - 05"	49491.68999747439
"2018 - 05"	49503.31532593995
"2018 - 05"	49495.21895149687
"2018 - 05"	49487.39002262801
"2018 - 05"	49516.89155313917
"2018 - 05"	49525.75149536669
"2018 - 05"	49545.43678231313
"2018 - 05"	49518.488758504085
"2018 - 05"	49524.80324703119
"2018 - 05"	49531.6664193457
"2018 - 05"	49498.7805846716
"2018 - 05"	49516.735051096
"2018 - 07"	53089.85430463576
"2018 - 07"	50928.71943793911
"2018 - 07"	48152.98832206515
"2018 - 07"	52121.36351111986
"2018 - 07"	51244.90166799047
"2018 - 07"	51234.5527556933
"2018 - 07"	51172.548059390465
"2018 - 07"	50271.05506633791
"2018 - 07"	50607.75523898008
"2018 - 07"	50238.014585817815
"2018 - 07"	50178.669268693506
"2018 - 07"	50023.55955919669
"2018 - 07"	49924.79583081976
"2018 - 07"	49877.79090070704
"2018 - 07"	49661.51579126104
"2018 - 07"	49681.61838871674
"2018 - 07"	49630.6713447308
"2018 - 07"	49734.3473512005
"2018 - 07"	49748.02905491699
"2018 - 07"	49780.157979324125
"2018 - 07"	49590.215968047436
"2018 - 07"	49524.35637837413
"2018 - 07"	49402.899977598565
"2018 - 07"	49416.839044763336
"2018 - 07"	49382.333881409926
"2018 - 07"	49360.46674112276
"2018 - 07"	49367.78550422161
"2018 - 07"	49392.0100207115
"2018 - 07"	49276.20992411318
"2018 - 07"	49147.156935338004
"2018 - 07"	49080.095900178254
"2018 - 07"	49067.50282862785
"2018 - 07"	49069.66136947885
"2018 - 07"	49097.05353810461
"2018 - 07"	49141.25592969338
"2018 - 07"	49188.79687722125
"2018 - 07"	49183.774159349145
"2018 - 07"	49187.48880906948
"2018 - 07"	49105.13889065919
"2018 - 07"	49128.02664811199
"2018 - 07"	48883.61646041044
"2018 - 07"	48926.10411640674
"2018 - 07"	48990.52623078637
"2018 - 07"	48966.45080062452
"2018 - 07"	48951.62823201791
"2018 - 07"	48981.70279961385
"2018 - 07"	48917.4353131531
"2018 - 07"	48941.96077913066
"2018 - 07"	48958.301656438736
"2018 - 07"	48829.14057488088
"2018 - 07"	48816.48092010054
"2018 - 07"	48783.46459547313
"2018 - 07"	48808.83084386945
"2018 - 07"	48734.08483676356
"2018 - 07"	48754.33075396826
"2018 - 07"	48801.18635528586
"2018 - 07"	48783.35752101299
"2018 - 07"	48806.785209904556
"2018 - 07"	48768.98106717084
"2018 - 07"	48711.63352851652
"2018 - 07"	48704.30046150725
"2018 - 07"	48710.02612891934
"2018 - 07"	48696.79929586134
"2018 - 07"	48720.36697002467
"2018 - 07"	48745.36586124774
"2018 - 09"	48638.457943925234
"2018 - 09"	48618.648694187024
"2018 - 09"	48731.1961244862
"2018 - 09"	49718.970896391154
"2018 - 09"	49260.662116040956
"2018 - 09"	49143.20414796471
"2018 - 09"	49164.17540784684
"2018 - 09"	48994.09529928258
"2018 - 09"	49058.703757505325
"2018 - 09"	49058.15084264976
"2018 - 09"	48856.12508513053
"2018 - 09"	48784.185986280274
"2018 - 09"	48668.5337362854
"2018 - 09"	48773.67288856034
"2018 - 09"	48984.547270306255
"2018 - 09"	49035.79536489152
"2018 - 09"	49097.25927867478
"2018 - 09"	48940.98028883684
"2018 - 09"	48904.39508279902
"2018 - 09"	48924.257797356826
"2018 - 09"	48925.31878245451
"2018 - 09"	48928.26863691194
"2018 - 09"	48913.56956457997
"2018 - 09"	48884.00784154668
"2018 - 09"	48941.85053123253
"2018 - 09"	48689.2126230841
"2018 - 09"	48689.00990885034
"2018 - 09"	48641.90332908344
"2018 - 09"	48741.733921175684
"2018 - 09"	48682.608399229524
"2018 - 09"	48650.91331520443
"2018 - 09"	48554.05989066161
"2018 - 09"	48500.686758764496
"2018 - 09"	48514.89799906538
"2018 - 09"	48408.60690298886
"2018 - 09"	48412.82058042416
"2018 - 09"	48410.437068657506
"2018 - 09"	48420.09034532401
"2018 - 09"	48418.22637852329
"2018 - 09"	48394.38520489622
"2018 - 09"	48439.47979903341
"2018 - 09"	48451.36041265896
"2018 - 09"	48459.63634694048
"2018 - 09"	48482.43278806871
"2018 - 09"	48484.356900342755
"2018 - 09"	48516.79054320559
"2018 - 09"	48467.8907201612
"2018 - 09"	48478.65152256782
"2018 - 09"	48482.214317090315
"2018 - 09"	48436.301586163376
"2018 - 09"	48450.35647599707
"2018 - 09"	48428.302747336485
"2018 - 10"	45177.629302736095
"2018 - 10"	47980.48128577719
"2018 - 10"	48527.18003807452
"2018 - 10"	48628.019181034484
"2018 - 10"	48712.42948946805
"2018 - 10"	48553.16728846441
"2018 - 10"	48314.75660764691
"2018 - 10"	48339.86466674185
"2018 - 10"	48380.09426931212
"2018 - 10"	48292.725408380684
"2018 - 10"	48303.75104141142
"2018 - 10"	48087.930805484146
"2018 - 10"	48224.45871740848
"2018 - 10"	48239.20083119423
"2018 - 10"	48149.98585685771
"2018 - 10"	48169.08731730821
"2018 - 10"	48066.53655457942
"2018 - 10"	48104.198110506724
"2018 - 10"	48141.9841693428
"2018 - 10"	48165.07312859056
"2018 - 10"	48121.84426195853
"2018 - 10"	48110.410672216116
"2018 - 10"	48108.42734142949
"2018 - 10"	48073.5261351448
"2018 - 10"	48065.26523663602
"2018 - 10"	48014.010594544794
"2018 - 10"	48109.83590592279
"2018 - 10"	48073.59739658842
"2018 - 10"	48160.654167412446
"2018 - 10"	48202.37875047199
"2018 - 10"	48269.63728335917
"2018 - 10"	48234.76147105682
"2018 - 10"	48254.472566097225
"2018 - 10"	48276.753339224844
"2018 - 10"	48447.01105200515
"2018 - 10"	48436.27659172045
"2018 - 10"	48466.05889675203
"2018 - 10"	48434.02433489125
"2018 - 10"	48456.74868811066
"2018 - 10"	48419.254017990366
"2018 - 10"	48434.28098332745
"2018 - 10"	48414.085140169795
"2018 - 10"	48402.249672735925
"2018 - 10"	48390.10098326319
"2018 - 10"	48462.11659857482
"2018 - 10"	48464.54212120649
"2018 - 10"	48447.281803484824
"2018 - 10"	48427.56018673479
"2018 - 10"	48417.25882312374
"2018 - 10"	48380.92840522038
"2018 - 10"	48391.72059237197
"2018 - 10"	48417.81156761846
"2018 - 10"	48433.071728007395
"2018 - 10"	48462.66953603964
"2018 - 10"	48457.270119115674
"2018 - 10"	48463.83109870776
"2018 - 10"	48477.62516570101
"2018 - 12"	48132.74852071006
"2018 - 12"	46039.19188667096
"2018 - 12"	45920.054108216435
"2018 - 12"	46078.28402223834
"2018 - 12"	45977.00982058546
"2018 - 12"	45653.22284843869
"2018 - 12"	45703.16156988981
"2018 - 12"	45825.35067332754
"2018 - 12"	45780.83787238226
"2018 - 12"	45946.22082585278
"2018 - 12"	45937.26073795304
"2018 - 12"	46116.38785497146
"2018 - 12"	46197.15259650097
"2018 - 12"	46269.60928420918
"2018 - 12"	46304.572289156626
"2018 - 12"	46394.4965027139
"2018 - 12"	46431.94208796369
"2018 - 12"	46435.43712068451
"2018 - 12"	46429.27983285056
"2018 - 12"	46466.58164599774
"2018 - 12"	46446.078051892815
"2018 - 12"	46488.00391982542
"2018 - 12"	46526.7716397588
"2018 - 12"	46471.828572489874
"2018 - 12"	46591.78073208112
"2018 - 12"	46627.5192340866
"2018 - 12"	47520.14420144923
"2018 - 12"	47489.759740463276
"2018 - 12"	47495.450048241386
"2018 - 12"	47409.59341496445
"2018 - 12"	47350.15594424706
"2018 - 12"	47407.57912493691
"2018 - 12"	47346.762616534405
"2018 - 12"	47278.78011187073
"2018 - 12"	47286.259957565824
"2018 - 12"	47305.70913156037
"2018 - 12"	47333.82043215688
"2018 - 12"	47286.8235320404
"2018 - 12"	47283.84389155124
"2018 - 12"	47269.27645894101
"2018 - 12"	47273.73197122902
"2018 - 12"	47226.920807833536
"2018 - 12"	47215.543525179855
"2018 - 12"	47195.89230317849
"2018 - 12"	47211.84414141801
"2018 - 12"	47202.053479043265
"2018 - 12"	47189.24053026825
"2018 - 12"	47163.77463222103
"2018 - 12"	47186.939080844175
"2018 - 12"	47204.731366271524
"2018 - 12"	47197.111981988084
"2018 - 12"	47204.95623377488
"2018 - 12"	47204.7778321587
"2018 - 12"	47215.37438881675
"2018 - 12"	47199.47350365764
"2019 - 02"	46801.37802907916
"2019 - 02"	48131.34808126411
"2019 - 02"	48443.70990415335
"2019 - 02"	47298.76397933977
"2019 - 02"	47246.52389014296
"2019 - 02"	47071.38154808444
"2019 - 02"	47134.550258243944
"2019 - 02"	46947.048446177476
"2019 - 02"	46851.469656172325
"2019 - 02"	46726.186130726055
"2019 - 02"	46671.654091700526
"2019 - 02"	46641.14513396982
"2019 - 02"	46983.01744393022
"2019 - 02"	46915.97160444797
"2019 - 02"	46827.52382105454
"2019 - 02"	46775.079306992964
"2019 - 02"	46725.388055689946
"2019 - 02"	46737.33744575023
"2019 - 02"	46738.981210563215
"2019 - 02"	46673.47996124373
"2019 - 02"	46718.01856920291
"2019 - 02"	46740.84361101094
"2019 - 02"	46777.93275875456
"2019 - 02"	46770.47768377515
"2019 - 02"	46726.01347068146
"2019 - 02"	46682.608210758925
"2019 - 02"	46653.69435609393
"2019 - 02"	46708.72793463578
"2019 - 02"	46706.70604246054
"2019 - 02"	46658.83406736555
"2019 - 02"	46656.672523570465
"2019 - 02"	46630.70792847697
"2019 - 02"	46628.98010769188
"2019 - 02"	46558.36444132495
"2019 - 02"	46513.970234358654
"2019 - 02"	46565.39797406185
"2019 - 02"	46572.928859461346
"2019 - 02"	46560.399492955
"2019 - 02"	46550.811074918565
"2019 - 02"	46574.49515477174
"2019 - 02"	46543.79179154552
"2019 - 02"	46527.1354558168
"2019 - 02"	46545.34090276141
"2019 - 02"	46557.549450087274
"2019 - 04"	48187.096544715445
"2019 - 04"	48781.771413557544
"2019 - 04"	49434.95925684485
"2019 - 04"	49679.39502762431
"2019 - 04"	49570.24157748712
"2019 - 04"	50039.18456318914
"2019 - 04"	49806.508502386634
"2019 - 04"	50370.30207223209
"2019 - 04"	50030.90419161677
"2019 - 04"	50199.99617334736
"2019 - 04"	50441.38029171113
"2019 - 04"	50312.3763387708
"2019 - 04"	49631.087644324485
"2019 - 04"	49531.87182374886
"2019 - 04"	49958.05902114485
"2019 - 04"	50193.28141571094
"2019 - 04"	50033.415849673205
"2019 - 04"	49972.93813920062
"2019 - 04"	50080.57917351864
"2019 - 04"	50309.31530430354
"2019 - 04"	50457.35232957332
"2019 - 04"	50357.49882219919
"2019 - 04"	50174.99514628556
"2019 - 04"	50249.58664456754
"2019 - 04"	50204.95470294938
"2019 - 04"	50203.63821666396
"2019 - 04"	50163.24104786291
"2019 - 04"	50248.58544171756
"2019 - 04"	50105.15198832543
"2019 - 04"	50060.137083965696
"2019 - 04"	50147.00806147302
"2019 - 04"	50251.889583126715
"2019 - 04"	50339.67625573728
"2019 - 04"	50392.13944936828
"2019 - 04"	50488.581128855294
"2019 - 04"	50602.28440476191
"2019 - 04"	50547.52169969102
"2019 - 04"	50549.53684355998
"2019 - 04"	50557.94451307944
"2019 - 04"	50542.2363141076
"2019 - 04"	50528.88770353734
"2019 - 04"	50489.37174451477
"2019 - 04"	50538.60608793137
"2019 - 04"	50555.19652128143
"2019 - 04"	50605.311888013835
"2019 - 04"	50699.20488420087
"2019 - 04"	50680.326726471445
"2019 - 04"	50741.200768133436
"2019 - 04"	50784.601488918925
"2019 - 04"	50870.59231253938
"2019 - 04"	50905.37585027002
"2019 - 04"	50876.68009229274
"2019 - 04"	50816.25229650931
"2019 - 04"	50787.87405304884
"2019 - 04"	50846.11660071459
"2019 - 04"	50780.45773401611
"2019 - 04"	50722.39539407863
"2019 - 04"	50729.32507378931
"2019 - 04"	50778.840874391535
"2019 - 04"	50746.20311889453
"2019 - 04"	50765.66842335639
"2019 - 04"	50758.97955812513
"2019 - 04"	50751.28932841129
"2019 - 04"	50784.34025214995
"2019 - 06"	40282.74834437086
"2019 - 06"	39473.00102040816
"2019 - 06"	39576.22071197411
"2019 - 06"	39436.60626283367
"2019 - 06"	39523.18112244898
"2019 - 06"	39590.79157820241
"2019 - 06"	39632.578646616545
"2019 - 06"	39231.068753206775
"2019 - 06"	39254.69886757569
"2019 - 06"	39248.8668202765
"2019 - 06"	39241.728891556624
"2019 - 06"	39135.77612462804
"2019 - 06"	39069.62395849709
"2019 - 06"	39080.57756291767
"2019 - 06"	39098.47068124918
"2019 - 06"	39220.1528708134
"2019 - 06"	39186.573339378825
"2019 - 06"	39192.04760386782
"2019 - 06"	39207.89492826834
"2019 - 06"	39209.81189725962
"2019 - 06"	39228.57416091954
"2019 - 06"	39269.613676418754
"2019 - 06"	39272.76940335715
"2019 - 06"	39271.300189543515
"2019 - 06"	39290.47971715668
"2019 - 06"	39324.39136409663
"2019 - 06"	39316.013695743786
"2019 - 06"	39255.37224772168
"2019 - 06"	39276.52924164524
"2019 - 06"	39263.136341069876
"2019 - 06"	39289.19270205066
"2019 - 06"	39230.078239193244
"2019 - 06"	39222.7612550406
"2019 - 06"	39218.29520393962
"2019 - 06"	39220.696635670254
"2019 - 06"	39240.6007943378
"2019 - 06"	39251.54920775514
"2019 - 06"	39256.85231273815
"2019 - 06"	39217.07173993693
"2019 - 06"	39174.85450828778
"2019 - 06"	39168.49629308476
"2019 - 06"	39168.5169359261
"2019 - 06"	39176.118672712284
"2019 - 06"	39186.30258077627
"2019 - 06"	39176.911477362984
"2019 - 06"	39193.70303953743
"2019 - 06"	39193.520062852105
"2019 - 06"	39212.73188870852
"2019 - 06"	39223.5858012321
"2019 - 06"	39244.23361044264
"2019 - 06"	39263.15487387773
"2019 - 06"	39252.92628384036
"2019 - 06"	39260.874602142445
"2019 - 06"	39254.10359649418
"2019 - 06"	39260.241301059
"2019 - 06"	39234.16060987822
"2019 - 06"	39229.88899812882
"2019 - 06"	39247.94441332088
"2019 - 06"	39232.515510365614
"2019 - 06"	39240.11762950585
"2019 - 06"	39247.88318651858
"2019 - 06"	39248.00654952537
"2019 - 06"	39257.42354213507
"2019 - 06"	39236.56341031179
"2019 - 06"	39224.94908634017
"2019 - 06"	39232.57377314253
"2019 - 06"	39226.16192043313
"2019 - 06"	39238.18965202182
"2019 - 06"	39222.129626773596
"2019 - 06"	39221.030101097116
"2019 - 06"	39219.94789323737
"2019 - 06"	39230.3565524515
"2019 - 06"	39237.35234793571
"2019 - 06"	39248.71154030251
"2019 - 06"	39226.62456658232
"2019 - 06"	39237.27859122402
"2019 - 06"	39240.827245782035
"2019 - 06"	39242.575855376
"2019 - 06"	39244.2064735114
"2019 - 06"	39253.42893768078
"2019 - 06"	39263.397972496095
"2016 - 08"	52733.742643444064
"2016 - 08"	54893.516904783035
"2016 - 08"	56422.09410398501
"2016 - 08"	56212.47451450041
"2016 - 11"	56810.824406204556
"2016 - 11"	53276.24853141718
"2016 - 11"	49511.24683861723
"2016 - 11"	49993.761514705526
"2017 - 01"	41811.630658085414
"2017 - 01"	41836.03912730089
"2017 - 01"	41889.119263207715
"2017 - 01"	41894.18949607489
"2017 - 03"	43832.255757547755
"2017 - 03"	44047.126579590105
"2017 - 03"	43998.00054674252
"2017 - 03"	44064.89827395361
"2017 - 03"	43851.17660030453
"2017 - 03"	43717.21930107145
"2017 - 03"	43701.87306467596
"2017 - 05"	44792.956640153505
"2017 - 05"	45727.4639360164
"2017 - 05"	45313.072881413485
"2017 - 05"	45669.279918463966
"2017 - 05"	45887.64921293921
"2017 - 05"	45615.57566666253
"2017 - 05"	45922.57814653569
"2017 - 05"	46152.236311775894
"2017 - 05"	46082.99189191485
"2017 - 05"	46036.845500881354
"2017 - 05"	45989.91990257026
"2017 - 05"	45989.580909277924
"2017 - 05"	46014.90331837733
"2017 - 07"	60746.10449060828
"2017 - 07"	61147.689660215474
"2017 - 07"	60219.409538777734
"2017 - 07"	60112.10208263726
"2017 - 07"	59512.1566014084
"2017 - 07"	58295.38223894759
"2017 - 07"	58676.12963247732
"2017 - 07"	57745.83474633791
"2017 - 07"	58477.598440172864
"2017 - 07"	58162.40454257496
"2017 - 07"	57963.23548242647
